OTUID	AmzC5chldM.418590	USinfTw10.2.418840	h257B.1.418419	AmzC3babyF.418526	AmzC5chldF.418839	AmzC15infF.418468	USinfTw19.2.418595	USinfTw4.2.418348	USinfTw4.1.418637	h209B.2.418447	h209A.2.418702	Amz7adltF.418395	F4T1pre4.418431	USinfTw18.2.418796	USchp33ChildA.418742	USinfTw11.2.418340	USinfTw7.2.418463	USchp60Mom.418566	USBldChld8.418589	Amz1teenF.418404	AmzC14infF.418354	USBldChld2.418414	USBldChld5.418733	USchp18Child.418782	USchp18Mom.418783	USchp33ChildB.418578	USinfTw17.1.418390	USinfTw18.1.418513	USinfTw7.1.418386	h257A.1.418826	h37A.1.418724	USBldChld4.418528	USinfTw8.1.418366	h10M.1.418706	Amz3chldM1.418601	Amz5chldF1.418757	Amz5teenF.418519	AmzC5adltF.418439	h95M.1.418831	Amz3chldM2.418434	Amz7eldM.418423	USchp33Mom.418698	h257M.1.418454	h37M.1.418863	F3T1pre4.418699	Amz5chldF2.418405	USinfTw9.1.418845	AmzC1babyF2.418461	USinfTw1.2.418491	Amz2adltF.418633	h301M.1.418627	h95S.1.418544	USinfTw11.1.418800	USBldChld10.418660	h95A.1.418344	Amz2infF.418430	F3T2pre4.418583	F4T2pre4.418418	h121B.1.418650	USinfTw19.1.418798	AmzC2babyF.418803	USinfTw3.2.418812	h47A.1.418772	USinfTw3.1.418387	h95B.1.418735	h37B.1.418707	USinfTw15.1.418587	USinfTw12.1.418649	USinfTw9.2.418769	USinfTw13.2.418343	USinfTw13.1.418775	USinfTw15.2.418748	USinfTw8.2.418804	USinfTw16.2.418641	USinfTw10.1.418518	Amz1baby.418645	Amz9baby.418635	USinfTw21.1.418467	USinfTw5.1.418422	USinfTw21.2.418540	USinfTw1.1.418752	USinfTw12.2.418448	USinfTw16.1.418781	USinfTw2.2.418678	h301B.1.418486	USinfTw20.2.418696	USinfTw6.1.418613	USinfTw6.2.418594	USinfTw5.2.418695	h121A.1.418420	h301A.1.418425	USinfTw2.1.418478	USinfTw20.1.418640	Amz10baby.418545	h10A.1.418427	h47B.1.418571
k__Bacteria;p__Nitrospirae;c__Nitrospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	7.0	1.0	2.0	2.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	36.0	5.0	13.0	33.0	13.0	3.0	350.0	0.0	0.0	12.0	57.0	30.0	7.0	0.0	1.0	3.0	11.0	43.0	7186.0	3567.0	17.0	3561.0	1031.0	0.0	3.0	0.0	2.0	6.0	31.0	5.0	1.0	5140.0	3.0	22330.0	7351.0	4987.0	259.0	27.0	2799.0	26.0	4178.0	5161.0	6.0	14837.0	3.0	511.0	2.0	12.0	1.0	888.0	534.0	51.0	4.0	77.0	6.0	1400.0	16.0	55.0	7.0	70.0	34.0	3.0	1.0	3.0	10.0	5.0	1.0	141.0	4.0	1.0	1.0	0.0	1.0	0.0	3.0	87.0	8.0	0.0	0.0	1.0	8.0	378.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	2.0	0.0	1.0	13.0	1.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	454.0	180.0	39.0	523.0	14742.0	122484.0	819.0	1046.0	842.0	64.0	133.0	2337.0	17694.0	12077.0	1130.0	130310.0	925.0	1080.0	31682.0	47055.0	24163.0	39075.0	15140.0	58379.0	21818.0	24337.0	1736.0	1735.0	4489.0	1548.0	16671.0	10818.0	31.0	6006.0	13716.0	23401.0	1171.0	9317.0	5263.0	2401.0	98.0	10729.0	134.0	11092.0	9949.0	719.0	127.0	10191.0	87.0	2942.0	1400.0	7797.0	111562.0	54.0	7175.0	17149.0	5996.0	328.0	322.0	919.0	474.0	10125.0	18770.0	2317.0	16675.0	1968.0	20.0	145.0	115.0	7.0	9.0	25.0	37.0	2631.0	264.0	856.0	240.0	140.0	56.0	176.0	297.0	448.0	1105.0	1281.0	8.0	1872.0	98.0	81.0	270.0	806.0	28.0	2390.0	1246.0	10159.0	1226.0	7746.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	128.0	82.0	21.0	133.0	67.0	68.0	90.0	8.0	6.0	21.0	201.0	26218.0	11400.0	10.0	2483.0	13.0	6.0	1141.0	5.0	11095.0	7582.0	4254.0	1513.0	13833.0	8089.0	9318.0	29.0	125.0	24.0	57.0	2.0	6399.0	24887.0	380.0	28490.0	682.0	4045.0	2441.0	3243.0	596.0	5750.0	3680.0	39.0	2341.0	2965.0	6531.0	109.0	68.0	0.0	369.0	749.0	986.0	12.0	2227.0	5.0	61.0	8225.0	4.0	3.0	458.0	90.0	26.0	32.0	91.0	9.0	23.0	13673.0	73.0	48.0	7.0	8.0	12674.0	15330.0	4.0	135.0	631.0	195.0	260.0	74.0	485.0	2.0	39.0	3146.0	95.0	2.0	10.0	70.0	71.0	92.0	2.0	23.0	14.0	8.0	27.0	6.0	19.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	30.0	1.0	115335.0	13900.0	119.0	12805.0	2.0	0.0	0.0	434.0	20.0	592.0	2.0	1.0	17.0	0.0	0.0	4.0	3.0	1485.0	165.0	6.0	6.0	3.0	118.0	34.0	4.0	3.0	0.0	389.0	31824.0	21.0	0.0	33.0	42005.0	340.0	3574.0	26.0	8176.0	4514.0	56.0	14.0	207.0	99.0	6.0	369.0	1.0	235.0	0.0	26468.0	709.0	201.0	39.0	381.0	11591.0	1663.0	16.0	4.0	40346.0	681.0	51.0	0.0	4281.0	0.0	29358.0	19987.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	1.0	21.0	17.0	25.0	15.0	0.0	0.0	626.0	0.0	3.0	0.0	4.0	0.0	72.0	4.0	0.0	31243.0	0.0	0.0	1.0	14.0	751.0	6.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	18563.0	122307.0	34438.0	117917.0	59786.0	140871.0	454203.0	459042.0	361243.0	31238.0	178561.0	16482.0	1635.0	5658.0	300.0	24901.0	7645.0	2294.0	6855.0	540601.0	33539.0	1749.0	2427.0	917.0	328.0	1797.0	50768.0	7382.0	27909.0	90533.0	551.0	242.0	34226.0	97520.0	2153198.0	80028.0	33081.0	7918.0	357098.0	53653.0	36970.0	164.0	4436.0	42428.0	114.0	26176.0	128191.0	54201.0	35097.0	126429.0	121465.0	23166.0	8062.0	17515.0	6472.0	11249.0	58.0	68.0	24641.0	432573.0	115327.0	33038.0	22278.0	109268.0	42916.0	20000.0	23928.0	112079.0	71799.0	6303.0	6174.0	48810.0	54202.0	3547.0	216364.0	952763.0	218891.0	274620.0	81303.0	702165.0	122676.0	238672.0	2690.0	671594.0	27.0	1126793.0	70103.0	86269.0	233621.0	1875.0	22182.0	908423.0	703439.0	40382.0	1089.0	19240.0
k__Bacteria;p__Proteobacteria;c__TA18	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SR1;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes	21.0	0.0	3.0	11.0	6.0	11.0	0.0	0.0	0.0	5.0	38.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	79967.0	5.0	7.0	43.0	27910.0	3.0	3.0	0.0	10.0	124945.0	0.0	60.0	0.0	12.0	0.0	8052.0	57.0	103.0	0.0	0.0	7.0	4.0	0.0	0.0	8.0	0.0	30.0	0.0	8.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	5.0	1.0	1.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	23.0	18.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	94.0	0.0	0.0	353.0	0.0	25.0	0.0	6.0	2.0	1.0	1.0	0.0	40.0	362.0	0.0	0.0	1.0	44.0	0.0	0.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	5.0	2.0	0.0	6.0	7.0	0.0	0.0	385.0	0.0	0.0	0.0	1.0	34.0	18.0	736.0	1.0	2.0	0.0	2.0	98.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
k__Bacteria;p__TM7;c__	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	2.0	140.0	0.0	0.0	42.0	48.0	0.0	0.0	166.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	328.0	0.0	1.0	317.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	1.0	2.0	394.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	30.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	35.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	18.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Tenericutes;c__CK-1C4-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	157.0	34.0	17.0	150.0	69.0	40.0	32.0	1.0	4.0	16.0	84.0	18498.0	0.0	12.0	2.0	11.0	1.0	285.0	7.0	4485.0	26.0	63.0	1963.0	2.0	57.0	1.0	9.0	4.0	8.0	26.0	4.0	40404.0	6.0	21836.0	51954.0	12424.0	26832.0	13806.0	13548.0	2276.0	6391.0	0.0	4.0	7883.0	2.0	3121.0	34.0	36.0	2.0	3849.0	8873.0	30646.0	5.0	1.0	4.0	12.0	3.0	3.0	15.0	375.0	155.0	18.0	24.0	39.0	9.0	8.0	9.0	19.0	15.0	1.0	4.0	9.0	6.0	1.0	33.0	184.0	67.0	53.0	12.0	85.0	6.0	14.0	1.0	31.0	3.0	0.0	27.0	15.0	12.0	11.0	3.0	4.0	2.0	13.0	10.0	9.0
k__Bacteria;p__Tenericutes;c__RF3	2.0	1.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	5915.0	0.0	0.0	0.0	1.0	0.0	392.0	0.0	20.0	0.0	1.0	468.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5701.0	0.0	0.0	307.0	3.0	46.0	8.0	821.0	0.0	1.0	650.0	0.0	80.0	1597.0	0.0	5.0	1.0	0.0	313.0	695.0	2349.0	0.0	0.0	1.0	0.0	3474.0	5.0	0.0	30.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Thermotogae;c__MS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8630.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	1041.0	38.0	0.0	7.0	409.0	0.0	0.0	714.0	0.0	266.0	0.0	0.0	0.0	945.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	20.0	78862.0	0.0	1.0	17.0	5.0	3.0	2.0	4.0	0.0	4.0	3.0	233208.0	533.0	4079.0	43.0	5.0	5676.0	864.0	4.0	1382.0	1424.0	2115.0	310.0	18.0	20.0	5.0	26041.0	7.0	0.0	5.0	43720.0	76397.0	29.0	24.0	13.0	1.0	18.0	1.0	128.0	0.0	5805.0	0.0	38.0	7381.0	2.0	114746.0	7751.0	7.0	0.0	10.0	24.0	26.0	19.0	0.0	4.0	31322.0	107020.0	0.0	21.0	4.0	25.0	27680.0	37.0	0.0	9.0	3.0	381409.0	134344.0	3.0	6.0	6.0	11761.0	182.0	86.0	12.0	2.0	3.0	3.0	2.0	32.0	5665.0	4439.0	28.0	4.0	4.0	3.0	1.0	3.0	0.0	6.0	20.0	5.0	2.0	4.0	1.0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WPS-2;c__	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	771.0	0.0	7896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
